_PAD
_UNK
_SOS
_EOS
[*:	553784
1	1365138
]	553784
c	1900227
(	596519
F	69041
)	596519
2	962862
.	2946922
3	819684
O	170877
4	792062
|	415338
0_0	2808476
5_-1	276892
<	1265792
-	1286204
:	2531584
3_-1	712008
7_-2	712008
5_-3	1186680
1_-1	474672
2_-2	474672
2_-1	1265792
5_-2	1344904
C	250369
#	5887
N	59899
Cl	16443
=	87416
n	155659
s	46613
[nH]	18074
[N+]	14924
[O-]	14721
S	8022
[C-]	812
o	11375
I	609
[n+]	609
Br	406
7_-1	79112
