_PAD
_UNK
_SOS
_EOS
[*:	362824
1	1296700
]	362824
c	1288959
(	405909
F	49959
)	405909
2	1857450
.	1930742
3	923152
O	108367
4	516618
|	272118
0	1840036
5	1840036
<	829312
-	849577
:	1658624
7	440572
C	169834
#	5943
N	41139
Cl	16520
=	63245
n	83454
s	36869
[nH]	13342
[N+]	10325
[O-]	10199
S	7973
[C-]	777
o	1778
I	574
[n+]	651
Br	448
