_PAD
_UNK
_SOS
_EOS
[	185962
*	171864
|	988218
0_0	773388
.	816354
0_-1	49104
5_-1	85932
]	185962
c	689815
1	204036
(	188419
F	22085
)	188419
O	43442
3_-1	147312
7_-2	147312
5_-3	294624
1_-1	147312
2_-2	147312
2_-1	319176
5_-2	343728
C	67746
#	1827
N	15813
l	5103
=	26306
n	40278
2	87752
3	22246
-	19551
s	27965
4	10052
H	7420
+	3339
S	5782
o	567
I	189
B	126
r	126
7_-1	24552
