_PAD
_UNK
_SOS
_EOS
[	602924
*	553784
|	3184258
0_0	2492028
.	2630474
0_-1	158224
5_-1	276892
]	602924
c	1900227
1	593796
(	596519
F	69041
)	596519
O	185598
3_-1	474672
7_-2	474672
5_-3	949344
1_-1	474672
2_-2	474672
2_-1	1028456
5_-2	1107568
C	267624
#	5887
N	74823
l	16443
=	87416
n	174342
2	191520
3	48342
-	35945
s	46613
4	20720
H	18074
+	15533
S	8022
o	11375
I	609
B	406
r	406
7_-1	79112
